user_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method,discount_applied,churn_status,title,content_type,genre,language,release_year,device_type,watch_time_minutes,session_count,completion_percentage,date_watched,time_of_day,rating,liked,recommendation_source,days_since_last_watch,avg_weekly_watch_time,content_diversity_score
U124698,17,Female,France,Europe,Premium,17.99,2024-04-05,2026-02-07,Bank Transfer,No,Active,Action Title 976,Series,Action,Japanese,2005,TV,113,3,94,2024-07-12,Morning,3,No,Search,10,331,0.78
U124699,40,Male,Canada,North America,Basic,8.99,2024-06-06,2026-02-07,Wallet,No,Active,Sci-Fi Title 2906,Series,Sci-Fi,English,2008,TV,76,2,100,2024-06-14,Morning,3,No,Algorithm,57,138,0.72
U124700,50,Male,Brazil,South America,Basic,8.99,2022-07-10,2023-07-19 00:00:00,Card,No,Cancelled,Romance Title 288,Series,Romance,Japanese,2016,Laptop,47,1,78,2023-04-20,Afternoon,5,Yes,Algorithm,8,172,0.28
U124701,30,Male,Germany,Europe,Basic,8.99,2022-06-06,2026-02-07,Bank Transfer,Yes,Active,Thriller Title 2437,Movie,Thriller,German,2011,TV,44,1,73,2023-02-08,Evening,4,Yes,Friend,23,171,0.82
U124702,40,Female,USA,North America,Premium,17.99,2023-08-05,2026-02-07,Card,No,Active,Animation Title 944,Movie,Animation,German,2002,Tablet,117,3,97,2023-12-14,Morning,3,No,Search,0,359,0.65
U124703,17,Female,India,Asia,Basic,8.99,2023-06-23,2026-02-07,Bank Transfer,No,Active,Animation Title 1147,Series,Animation,Portuguese,2009,Laptop,71,2,100,2024-01-05,Night,5,Yes,Trending,29,168,0.56
U124704,60,Male,France,Europe,Premium,17.99,2023-07-24,2026-02-07,Wallet,No,Active,Animation Title 1792,Series,Animation,English,2012,TV,100,3,83,2023-08-05,Night,3,No,Friend,38,331,0.99
U124705,21,Male,Germany,Europe,Standard,13.99,2023-07-06,2026-02-07,Card,No,Active,Action Title 2280,Series,Action,Portuguese,2020,TV,106,3,100,2023-08-18,Afternoon,4,Yes,Search,13,277,0.79
U124706,40,Female,Germany,Europe,Standard,13.99,2023-08-06,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 594,Series,Sci-Fi,German,2000,TV,81,2,90,2024-05-13,Evening,1,No,Ads,3,197,0.34
U124707,60,Male,Canada,North America,Basic,8.99,2023-09-11,2024-04-03 00:00:00,Card,No,Cancelled,Sci-Fi Title 941,Series,Sci-Fi,English,2007,Laptop,71,2,100,2024-06-01,Afternoon,2,No,Ads,41,170,0.43
U124708,30,Male,Japan,Asia,Basic,8.99,2023-03-10,2026-02-07,Wallet,No,Active,Action Title 2048,Movie,Action,English,2007,Mobile,53,1,88,2023-06-14,Night,5,Yes,Ads,54,188,0.8
U124709,60,Female,India,Asia,Premium,17.99,2022-01-06,2026-02-07,Wallet,No,Active,Drama Title 1583,Movie,Drama,Japanese,2011,Laptop,116,3,96,2022-06-29,Afternoon,3,No,Friend,34,339,0.46
U124710,60,Female,India,Asia,Basic,8.99,2024-06-18,2026-02-07,Card,No,Active,Documentary Title 1942,Series,Documentary,English,2025,Tablet,65,2,100,2025-01-08,Afternoon,3,No,Algorithm,5,246,0.83
U124711,17,Male,UK,Europe,Standard,13.99,2022-11-09,2023-05-08 00:00:00,Wallet,No,Cancelled,Drama Title 383,Series,Drama,Yoruba,2002,Tablet,83,2,92,2023-07-28,Night,4,Yes,Algorithm,23,279,0.64
U124712,30,Female,Nigeria,Africa,Premium,17.99,2022-05-10,2026-02-07,Card,No,Active,Animation Title 1166,Movie,Animation,French,2009,TV,122,4,100,2022-07-27,Morning,4,Yes,Algorithm,8,380,0.7
U124713,60,Female,India,Asia,Premium,17.99,2024-05-12,2026-02-07,Card,No,Active,Drama Title 1633,Series,Drama,French,2019,Mobile,132,4,100,2024-07-05,Morning,3,No,Friend,4,338,0.73
U124714,17,Female,South Africa,Africa,Premium,17.99,2023-08-08,2026-02-07,Bank Transfer,No,Active,Romance Title 2307,Series,Romance,French,2007,TV,126,4,100,2023-12-20,Morning,3,No,Trending,51,398,0.48
U124715,50,Male,Canada,North America,Standard,13.99,2022-10-17,2026-02-07,Wallet,No,Active,Comedy Title 1581,Series,Comedy,Portuguese,2008,Mobile,80,2,88,2023-07-27,Morning,4,Yes,Ads,8,252,0.6
U124716,21,Male,Japan,Asia,Premium,17.99,2024-05-09,2026-02-07,Wallet,No,Active,Sci-Fi Title 1649,Series,Sci-Fi,Japanese,2018,Mobile,125,4,100,2024-11-04,Evening,4,Yes,Friend,57,450,0.69
U124717,40,Female,USA,North America,Basic,8.99,2024-02-01,2025-04-16 00:00:00,Bank Transfer,No,Cancelled,Sci-Fi Title 712,Series,Sci-Fi,Japanese,2011,TV,43,1,71,2024-09-02,Evening,4,Yes,Ads,38,183,0.83
U124718,30,Female,South Africa,Africa,Premium,17.99,2023-12-04,2026-02-07,Wallet,Yes,Active,Sci-Fi Title 2734,Series,Sci-Fi,Hindi,2004,Laptop,128,4,100,2024-07-05,Afternoon,4,Yes,Algorithm,49,345,0.5
U124719,50,Male,Canada,North America,Premium,17.99,2024-04-19,2026-02-07,Wallet,Yes,Active,Documentary Title 2219,Movie,Documentary,Portuguese,2004,TV,122,4,100,2024-10-20,Evening,3,No,Algorithm,56,387,0.57
U124720,60,Female,Canada,North America,Premium,17.99,2023-06-07,2026-02-07,Wallet,Yes,Active,Sci-Fi Title 2792,Series,Sci-Fi,Hindi,2012,Laptop,123,4,100,2023-09-30,Evening,4,Yes,Search,9,340,0.52
U124721,21,Female,Germany,Europe,Standard,13.99,2022-12-13,2023-03-24 00:00:00,Bank Transfer,No,Cancelled,Sci-Fi Title 2457,Series,Sci-Fi,Yoruba,2019,Laptop,85,2,94,2023-09-11,Afternoon,3,No,Ads,14,293,0.62
U124722,50,Female,South Africa,Africa,Basic,8.99,2022-07-10,2026-02-07,Bank Transfer,No,Active,Animation Title 904,Movie,Animation,Japanese,2011,TV,71,2,100,2022-09-20,Afternoon,4,Yes,Search,37,149,0.28
U124723,30,Male,Japan,Asia,Standard,13.99,2022-09-06,2026-02-07,Wallet,No,Active,Animation Title 2409,Series,Animation,Hindi,2018,Mobile,88,2,97,2023-06-17,Afternoon,5,Yes,Ads,1,310,0.98
U124724,21,Female,USA,North America,Standard,13.99,2023-01-13,2026-02-07,Card,No,Active,Drama Title 2996,Movie,Drama,Yoruba,2023,TV,61,2,67,2023-08-24,Morning,2,No,Search,29,338,0.61
U124725,30,Female,Japan,Asia,Basic,8.99,2023-02-12,2024-02-16 00:00:00,Card,No,Cancelled,Thriller Title 422,Series,Thriller,English,2018,Laptop,67,2,100,2023-12-05,Afternoon,3,No,Ads,42,245,0.29
U124726,21,Female,UK,Europe,Standard,13.99,2024-04-23,2026-02-07,Wallet,No,Active,Thriller Title 2620,Movie,Thriller,Yoruba,2016,TV,97,3,100,2024-05-17,Night,4,Yes,Ads,13,261,0.61
U124727,21,Female,Brazil,South America,Basic,8.99,2024-05-02,2026-02-07,Card,Yes,Active,Thriller Title 909,Movie,Thriller,Japanese,2016,TV,66,2,100,2024-11-06,Afternoon,3,No,Trending,2,174,0.93
U124728,40,Male,Brazil,South America,Standard,13.99,2022-09-30,2026-02-07,Card,Yes,Active,Comedy Title 1008,Movie,Comedy,Hindi,2017,Laptop,71,2,78,2022-10-26,Evening,5,Yes,Trending,21,297,0.51
U124729,50,Male,India,Asia,Premium,17.99,2022-01-26,2026-02-07,Card,No,Active,Animation Title 1135,Movie,Animation,Japanese,2022,TV,126,4,100,2022-10-01,Morning,2,No,Search,49,316,0.58
U124730,60,Male,UK,Europe,Standard,13.99,2024-06-09,2026-02-07,Bank Transfer,No,Active,Comedy Title 1192,Series,Comedy,Hindi,2023,Mobile,105,3,100,2024-12-14,Evening,2,No,Friend,25,299,0.39
U124731,21,Female,France,Europe,Basic,8.99,2023-09-09,2024-05-29 00:00:00,Card,Yes,Cancelled,Thriller Title 588,Series,Thriller,German,2010,TV,35,1,58,2024-05-22,Evening,4,Yes,Trending,11,149,0.5
U124732,17,Male,Japan,Asia,Standard,13.99,2022-05-01,2026-02-07,Bank Transfer,No,Active,Thriller Title 2704,Series,Thriller,French,2016,Mobile,73,2,81,2022-10-25,Morning,2,No,Algorithm,60,301,0.43
U124733,60,Male,Canada,North America,Basic,8.99,2022-11-08,2026-02-07,Bank Transfer,Yes,Active,Action Title 1075,Series,Action,Hindi,2011,Laptop,87,2,100,2023-03-13,Afternoon,4,Yes,Ads,48,160,0.98
U124734,21,Male,Germany,Europe,Standard,13.99,2022-04-04,2026-02-07,Wallet,No,Active,Drama Title 2341,Movie,Drama,German,2003,Laptop,100,3,100,2022-11-16,Afternoon,4,Yes,Algorithm,40,258,0.34
U124735,40,Female,Japan,Asia,Basic,8.99,2024-03-08,2026-02-07,Card,Yes,Active,Romance Title 306,Movie,Romance,Japanese,2021,TV,33,1,55,2024-11-13,Afternoon,4,Yes,Trending,7,152,0.84
U124736,60,Female,UK,Europe,Basic,8.99,2022-08-11,2026-02-07,Card,Yes,Active,Action Title 1244,Series,Action,Japanese,2019,Laptop,74,2,100,2022-09-14,Evening,4,Yes,Search,14,199,0.39
U124737,40,Female,France,Europe,Premium,17.99,2022-03-22,2026-02-07,Wallet,No,Active,Animation Title 1488,Movie,Animation,Yoruba,2008,TV,124,4,100,2022-05-23,Afternoon,3,No,Trending,17,385,0.78
U124738,50,Male,USA,North America,Premium,17.99,2023-10-18,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 1140,Movie,Documentary,Japanese,2016,Mobile,127,4,100,2023-11-02,Afternoon,3,No,Trending,0,368,0.33
U124739,50,Female,Germany,Europe,Basic,8.99,2022-12-02,2026-02-07,Card,No,Active,Action Title 1139,Movie,Action,German,2011,TV,67,2,100,2023-09-12,Morning,4,Yes,Ads,48,151,0.54
U124740,60,Male,France,Europe,Basic,8.99,2022-09-07,2023-11-02 00:00:00,Wallet,Yes,Cancelled,Action Title 749,Movie,Action,Hindi,2015,TV,73,2,100,2023-01-22,Morning,4,Yes,Ads,60,215,0.56
U124741,40,Female,UK,Europe,Basic,8.99,2023-06-18,2026-02-07,Wallet,No,Active,Action Title 1855,Series,Action,Portuguese,2001,Laptop,60,2,100,2023-10-31,Afternoon,2,No,Trending,13,150,0.37
U124742,60,Female,Japan,Asia,Basic,8.99,2022-12-10,2023-03-13 00:00:00,Bank Transfer,No,Cancelled,Sci-Fi Title 2111,Series,Sci-Fi,Hindi,2011,Laptop,54,1,90,2023-05-29,Afternoon,2,No,Friend,25,176,0.95
U124743,30,Male,Germany,Europe,Basic,8.99,2022-01-08,2026-02-07,Card,No,Active,Sci-Fi Title 1439,Series,Sci-Fi,Portuguese,2003,TV,64,2,100,2022-01-16,Morning,4,Yes,Friend,14,155,0.49
U124744,17,Female,Nigeria,Africa,Standard,13.99,2022-05-23,2026-02-07,Wallet,Yes,Active,Action Title 2259,Movie,Action,English,2014,TV,90,3,100,2023-02-13,Morning,2,No,Ads,60,296,0.28
U124745,21,Female,Canada,North America,Premium,17.99,2023-08-09,2026-02-07,Card,No,Active,Sci-Fi Title 1460,Series,Sci-Fi,French,2000,TV,130,4,100,2023-12-22,Night,2,No,Algorithm,30,357,0.24
U124746,50,Male,Nigeria,Africa,Basic,8.99,2024-06-03,2025-12-02 00:00:00,Wallet,No,Cancelled,Action Title 2719,Series,Action,German,2009,Laptop,45,1,75,2024-09-16,Evening,4,Yes,Trending,3,161,0.24
U124747,30,Male,Japan,Asia,Premium,17.99,2022-08-16,2026-02-07,Wallet,No,Active,Comedy Title 1465,Movie,Comedy,German,2004,Laptop,117,3,97,2022-11-15,Evening,1,No,Ads,58,380,0.58
U124748,60,Male,Canada,North America,Basic,8.99,2024-03-10,2026-02-07,Wallet,Yes,Active,Thriller Title 1573,Movie,Thriller,French,2024,Mobile,45,1,75,2024-08-04,Afternoon,4,Yes,Search,15,233,0.7
U124749,30,Male,Brazil,South America,Premium,17.99,2023-11-11,2026-02-07,Card,No,Active,Romance Title 1652,Series,Romance,English,2008,TV,121,4,100,2023-11-29,Evening,4,Yes,Friend,40,348,0.76
U124750,30,Male,Japan,Asia,Standard,13.99,2022-09-18,2026-02-07,Card,No,Active,Animation Title 229,Series,Animation,English,2006,TV,79,2,87,2023-05-11,Night,3,No,Ads,5,336,0.69
U124751,60,Female,Brazil,South America,Standard,13.99,2022-03-03,2026-02-07,Card,No,Active,Romance Title 1968,Movie,Romance,Portuguese,2016,TV,87,2,96,2022-09-05,Afternoon,3,No,Algorithm,18,278,0.66
U124752,30,Female,Nigeria,Africa,Basic,8.99,2022-12-16,2023-08-28 00:00:00,Wallet,Yes,Cancelled,Romance Title 237,Series,Romance,English,2001,TV,74,2,100,2023-07-15,Morning,4,Yes,Algorithm,15,102,0.92
U124753,21,Female,Germany,Europe,Basic,8.99,2022-03-22,2026-02-07,Wallet,No,Active,Thriller Title 1991,Series,Thriller,Portuguese,2020,Mobile,63,2,100,2022-05-29,Morning,3,No,Search,15,237,0.62
U124754,50,Male,Japan,Asia,Standard,13.99,2023-09-12,2024-05-25 00:00:00,Card,No,Cancelled,Romance Title 1905,Movie,Romance,Hindi,2007,TV,90,3,100,2024-03-21,Evening,3,No,Algorithm,11,259,0.46
U124755,40,Female,USA,North America,Standard,13.99,2023-09-22,2026-02-07,Card,Yes,Active,Comedy Title 466,Movie,Comedy,Yoruba,2017,TV,66,2,73,2024-02-29,Night,4,Yes,Algorithm,58,267,0.53
U124756,17,Female,UK,Europe,Premium,17.99,2022-01-03,2026-02-07,Card,No,Active,Thriller Title 1054,Movie,Thriller,French,2017,TV,120,4,100,2022-03-04,Night,1,No,Algorithm,23,365,0.34
U124757,17,Female,Canada,North America,Standard,13.99,2023-02-15,2026-02-07,Bank Transfer,No,Active,Comedy Title 30,Movie,Comedy,Japanese,2015,Mobile,116,3,100,2023-03-16,Night,2,No,Algorithm,34,235,0.33
U124758,21,Female,India,Asia,Premium,17.99,2023-07-12,2026-02-07,Wallet,No,Active,Sci-Fi Title 737,Series,Sci-Fi,Hindi,2019,Mobile,142,4,100,2023-11-23,Night,4,Yes,Algorithm,39,377,0.93
U124759,30,Male,Brazil,South America,Basic,8.99,2024-03-21,2026-02-07,Wallet,No,Active,Comedy Title 1869,Movie,Comedy,Hindi,2013,Mobile,40,1,66,2024-12-28,Morning,2,No,Friend,40,231,0.91
U124760,21,Female,Germany,Europe,Standard,13.99,2023-03-13,2026-02-07,Card,No,Active,Sci-Fi Title 135,Movie,Sci-Fi,French,2019,Mobile,116,3,100,2023-06-17,Evening,2,No,Trending,50,297,0.84
U124761,60,Male,France,Europe,Premium,17.99,2022-01-02,2026-02-07,Card,No,Active,Action Title 1987,Movie,Action,German,2015,Laptop,105,3,87,2022-01-31,Morning,2,No,Friend,56,313,0.86
U124762,50,Female,Brazil,South America,Standard,13.99,2024-02-14,2026-02-07,Bank Transfer,Yes,Active,Action Title 215,Movie,Action,German,2007,Mobile,79,2,87,2024-07-14,Morning,4,Yes,Trending,22,241,0.93
U124763,21,Female,France,Europe,Premium,17.99,2023-03-01,2026-02-07,Card,No,Active,Comedy Title 2972,Series,Comedy,Hindi,2013,TV,128,4,100,2023-08-31,Evening,2,No,Ads,34,349,0.95
U124764,21,Male,USA,North America,Basic,8.99,2023-08-02,2026-02-07,Wallet,No,Active,Comedy Title 1823,Series,Comedy,Hindi,2001,Mobile,43,1,71,2023-10-21,Afternoon,2,No,Trending,54,279,0.61
U124765,50,Female,India,Asia,Basic,8.99,2024-04-30,2026-02-07,Wallet,No,Active,Sci-Fi Title 2988,Movie,Sci-Fi,German,2008,Mobile,72,2,100,2024-05-07,Afternoon,3,No,Algorithm,8,201,0.51
U124766,60,Male,Canada,North America,Basic,8.99,2022-04-27,2023-10-22 00:00:00,Card,No,Cancelled,Documentary Title 1493,Movie,Documentary,German,2003,Tablet,65,2,100,2023-01-27,Evening,3,No,Ads,27,223,0.33
U124767,40,Male,France,Europe,Standard,13.99,2023-06-10,2026-02-07,Card,No,Active,Documentary Title 1186,Series,Documentary,English,2005,Mobile,75,2,83,2024-01-09,Afternoon,3,No,Friend,15,267,0.2
U124768,40,Male,Brazil,South America,Standard,13.99,2022-06-11,2026-02-07,Bank Transfer,No,Active,Comedy Title 1800,Movie,Comedy,Yoruba,2013,Laptop,75,2,83,2022-10-14,Evening,2,No,Ads,40,211,0.47
U124769,60,Female,Nigeria,Africa,Basic,8.99,2022-06-28,2022-12-30 00:00:00,Wallet,Yes,Cancelled,Romance Title 1133,Movie,Romance,Yoruba,2002,Mobile,79,2,100,2022-08-26,Morning,2,No,Ads,50,216,0.74
U124770,17,Female,South Africa,Africa,Standard,13.99,2022-07-17,2026-02-07,Bank Transfer,No,Active,Comedy Title 2637,Movie,Comedy,Hindi,2001,Laptop,89,2,98,2023-05-08,Evening,1,No,Trending,40,173,0.74
U124771,50,Female,Canada,North America,Premium,17.99,2022-01-15,2026-02-07,Wallet,Yes,Active,Drama Title 2597,Series,Drama,German,2003,TV,144,4,100,2022-09-16,Night,2,No,Friend,24,320,0.34
U124772,30,Male,France,Europe,Basic,8.99,2023-06-27,2026-02-07,Card,No,Active,Drama Title 1635,Movie,Drama,Japanese,2006,Tablet,58,1,96,2024-03-14,Afternoon,5,Yes,Trending,49,118,0.71
U124773,60,Female,UK,Europe,Basic,8.99,2022-11-06,2026-02-07,Wallet,Yes,Active,Action Title 731,Series,Action,Yoruba,2009,TV,60,2,100,2023-06-19,Afternoon,3,No,Trending,23,180,0.88
U124774,30,Male,South Africa,Africa,Standard,13.99,2023-02-26,2026-02-07,Card,No,Active,Action Title 2818,Movie,Action,Portuguese,2007,TV,82,2,91,2023-06-21,Afternoon,4,Yes,Search,55,225,0.35
U124775,40,Male,Nigeria,Africa,Premium,17.99,2023-02-25,2026-02-07,Card,No,Active,Sci-Fi Title 1462,Movie,Sci-Fi,Japanese,2011,TV,139,4,100,2023-11-07,Morning,4,Yes,Search,3,342,0.87
U124776,30,Male,South Africa,Africa,Basic,8.99,2023-04-05,2024-09-25 00:00:00,Wallet,No,Cancelled,Comedy Title 1163,Movie,Comedy,German,2001,Tablet,85,2,100,2023-11-21,Evening,4,Yes,Algorithm,50,248,0.8
U124777,21,Female,India,Asia,Premium,17.99,2023-06-30,2026-02-07,Card,No,Active,Drama Title 2074,Movie,Drama,Japanese,2010,TV,111,3,92,2024-02-06,Afternoon,3,No,Trending,36,266,0.73
U124778,50,Female,Germany,Europe,Premium,17.99,2024-02-22,2026-02-07,Card,No,Active,Thriller Title 2273,Movie,Thriller,French,2001,TV,102,3,85,2024-09-19,Afternoon,3,No,Trending,28,365,0.86
U124779,21,Male,USA,North America,Standard,13.99,2023-06-28,2026-02-07,Card,Yes,Active,Comedy Title 2130,Movie,Comedy,Portuguese,2010,Laptop,81,2,90,2023-12-18,Morning,5,Yes,Friend,25,213,0.92
U124780,17,Female,Canada,North America,Basic,8.99,2023-06-06,2026-02-07,Bank Transfer,No,Active,Documentary Title 1297,Series,Documentary,Yoruba,2007,TV,83,2,100,2024-03-30,Afternoon,4,Yes,Friend,22,136,0.38
U124781,21,Female,UK,Europe,Premium,17.99,2023-06-24,2026-02-07,Card,Yes,Active,Sci-Fi Title 1910,Series,Sci-Fi,Portuguese,2019,Mobile,137,4,100,2024-03-23,Night,3,No,Search,28,357,0.7
U124782,50,Male,UK,Europe,Premium,17.99,2023-07-10,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 1792,Movie,Documentary,Yoruba,2020,Mobile,146,4,100,2024-02-27,Evening,3,No,Friend,39,318,0.64
U124783,30,Male,USA,North America,Basic,8.99,2022-07-15,2026-02-07,Wallet,Yes,Active,Animation Title 2809,Movie,Animation,Yoruba,2006,Tablet,89,2,100,2022-08-01,Afternoon,1,No,Algorithm,41,137,0.61
U124784,30,Male,Brazil,South America,Standard,13.99,2023-08-30,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 1706,Movie,Documentary,German,2003,TV,102,3,100,2024-02-18,Morning,3,No,Friend,27,278,0.69
U124785,30,Male,Canada,North America,Standard,13.99,2022-11-05,2026-02-07,Bank Transfer,Yes,Active,Action Title 1310,Series,Action,English,2012,Mobile,94,3,100,2023-05-01,Afternoon,4,Yes,Search,20,249,0.39
U124786,40,Male,UK,Europe,Basic,8.99,2022-01-08,2026-02-07,Card,Yes,Active,Sci-Fi Title 1720,Series,Sci-Fi,Portuguese,2009,Mobile,45,1,75,2022-05-22,Evening,4,Yes,Trending,36,168,0.91
U124787,50,Male,Nigeria,Africa,Basic,8.99,2023-12-10,2026-02-07,Wallet,No,Active,Comedy Title 381,Movie,Comedy,Portuguese,2019,Laptop,50,1,83,2024-08-15,Evening,4,Yes,Algorithm,32,144,0.33
U124788,17,Male,Germany,Europe,Basic,8.99,2024-03-27,2026-02-07,Card,No,Active,Romance Title 2837,Movie,Romance,Hindi,2021,Laptop,59,1,98,2024-06-28,Night,4,Yes,Search,40,182,0.45
U124789,60,Male,Germany,Europe,Standard,13.99,2022-08-20,2023-02-18 00:00:00,Wallet,Yes,Cancelled,Comedy Title 627,Series,Comedy,German,2005,Mobile,114,3,100,2022-10-30,Morning,2,No,Friend,41,280,0.43
U124790,21,Male,India,Asia,Basic,8.99,2023-07-09,2024-01-19 00:00:00,Card,No,Cancelled,Thriller Title 579,Movie,Thriller,German,2005,TV,52,1,86,2024-03-12,Afternoon,3,No,Trending,53,161,0.27
U124791,40,Male,Germany,Europe,Standard,13.99,2022-05-18,2026-02-07,Bank Transfer,No,Active,Animation Title 2326,Movie,Animation,English,2018,Mobile,73,2,81,2023-02-09,Afternoon,1,No,Trending,59,242,0.54
U124792,40,Female,USA,North America,Basic,8.99,2022-05-28,2026-02-07,Bank Transfer,No,Active,Documentary Title 1336,Movie,Documentary,Portuguese,2014,TV,51,1,85,2023-02-16,Evening,4,Yes,Algorithm,47,183,0.61
U124793,50,Male,USA,North America,Basic,8.99,2023-02-05,2026-02-07,Card,Yes,Active,Animation Title 439,Movie,Animation,English,2018,Tablet,46,1,76,2023-06-14,Afternoon,5,Yes,Trending,17,137,0.43
U124794,60,Male,Germany,Europe,Premium,17.99,2022-09-07,2026-02-07,Card,No,Active,Animation Title 2024,Movie,Animation,Japanese,2009,Tablet,123,4,100,2022-10-30,Afternoon,2,No,Friend,32,376,0.96
U124795,17,Female,Japan,Asia,Standard,13.99,2023-08-06,2026-02-07,Card,Yes,Active,Thriller Title 28,Movie,Thriller,Portuguese,2016,Tablet,89,2,98,2024-04-29,Evening,3,No,Ads,0,263,0.32
U124796,50,Female,Germany,Europe,Basic,8.99,2023-09-01,2026-02-07,Wallet,Yes,Active,Thriller Title 804,Movie,Thriller,German,2015,TV,85,2,100,2023-09-05,Morning,3,No,Search,1,160,0.91
U124797,40,Female,Nigeria,Africa,Basic,8.99,2023-04-14,2026-02-07,Bank Transfer,No,Active,Documentary Title 2376,Movie,Documentary,French,2005,Laptop,58,1,96,2023-09-20,Night,4,Yes,Ads,20,113,0.55
U124798,40,Male,Germany,Europe,Basic,8.99,2023-12-08,2026-02-07,Wallet,Yes,Active,Drama Title 2507,Series,Drama,English,2014,Mobile,62,2,100,2024-07-28,Night,4,Yes,Search,19,150,0.84
U124799,60,Male,South Africa,Africa,Basic,8.99,2023-12-10,2026-02-07,Wallet,No,Active,Action Title 2787,Series,Action,French,2002,TV,58,1,96,2024-05-29,Evening,1,No,Algorithm,45,182,0.32
U124800,60,Male,UK,Europe,Standard,13.99,2023-08-25,2026-02-07,Wallet,No,Active,Romance Title 2799,Series,Romance,Yoruba,2020,Mobile,88,2,97,2023-08-26,Evening,3,No,Ads,38,317,0.39
U124801,17,Male,Nigeria,Africa,Premium,17.99,2023-06-28,2026-02-07,Wallet,No,Active,Comedy Title 779,Movie,Comedy,German,2008,Laptop,117,3,97,2023-08-01,Morning,5,Yes,Ads,23,310,0.46
U124802,21,Female,Canada,North America,Basic,8.99,2022-02-27,2026-02-07,Bank Transfer,No,Active,Documentary Title 495,Movie,Documentary,Portuguese,2003,TV,73,2,100,2022-07-09,Evening,4,Yes,Algorithm,22,138,0.31
U124803,60,Male,Brazil,South America,Basic,8.99,2022-01-06,2026-02-07,Wallet,Yes,Active,Action Title 1655,Series,Action,Hindi,2018,TV,46,1,76,2022-07-05,Afternoon,2,No,Trending,53,235,0.23
U124804,40,Male,Nigeria,Africa,Basic,8.99,2023-11-04,2026-02-07,Card,No,Active,Animation Title 2972,Series,Animation,Yoruba,2021,Mobile,53,1,88,2024-07-30,Afternoon,5,Yes,Trending,60,243,0.58
U124805,40,Male,Canada,North America,Premium,17.99,2023-04-27,2026-02-07,Wallet,No,Active,Documentary Title 2142,Series,Documentary,Portuguese,2014,Laptop,118,3,98,2023-04-28,Morning,4,Yes,Trending,13,439,0.47
U124806,17,Male,Germany,Europe,Basic,8.99,2022-04-01,2026-02-07,Wallet,No,Active,Comedy Title 1400,Series,Comedy,Yoruba,2010,TV,69,2,100,2022-06-13,Morning,2,No,Algorithm,18,204,0.46
U124807,60,Male,South Africa,Africa,Standard,13.99,2023-08-22,2026-02-07,Bank Transfer,No,Active,Action Title 971,Movie,Action,Portuguese,2020,Mobile,114,3,100,2023-12-15,Morning,3,No,Ads,13,230,0.95
U124808,40,Female,Nigeria,Africa,Basic,8.99,2022-01-19,2026-02-07,Wallet,No,Active,Thriller Title 2722,Series,Thriller,German,2021,Tablet,70,2,100,2022-03-22,Evening,2,No,Algorithm,22,181,0.5
U124809,40,Female,France,Europe,Basic,8.99,2022-01-30,2023-03-31 00:00:00,Card,No,Cancelled,Comedy Title 414,Series,Comedy,Portuguese,2009,Tablet,50,1,83,2022-10-08,Morning,4,Yes,Algorithm,9,203,0.37
U124810,17,Male,France,Europe,Basic,8.99,2023-07-27,2026-02-07,Wallet,No,Active,Romance Title 1520,Movie,Romance,English,2006,Laptop,22,1,36,2023-09-21,Morning,5,Yes,Search,4,176,0.6
U124811,50,Female,USA,North America,Premium,17.99,2023-05-24,2026-02-07,Wallet,No,Active,Romance Title 1552,Series,Romance,English,2021,Mobile,117,3,97,2023-08-13,Morning,2,No,Search,47,369,0.68
U124812,40,Male,India,Asia,Standard,13.99,2024-04-04,2026-02-07,Bank Transfer,Yes,Active,Romance Title 2202,Series,Romance,German,2003,TV,106,3,100,2024-07-08,Evening,2,No,Trending,24,172,0.21
U124813,50,Female,Nigeria,Africa,Basic,8.99,2022-09-15,2024-02-04 00:00:00,Card,No,Cancelled,Comedy Title 2593,Series,Comedy,English,2014,TV,73,2,100,2023-03-22,Evening,5,Yes,Friend,4,209,0.7
U124814,21,Male,Nigeria,Africa,Standard,13.99,2022-01-27,2026-02-07,Wallet,No,Active,Sci-Fi Title 267,Movie,Sci-Fi,Portuguese,2007,Mobile,98,3,100,2022-11-16,Afternoon,3,No,Friend,47,290,0.78
U124815,60,Male,South Africa,Africa,Standard,13.99,2022-10-12,2026-02-07,Wallet,No,Active,Thriller Title 2610,Movie,Thriller,English,2012,Mobile,105,3,100,2022-11-12,Night,2,No,Ads,13,293,0.29
U124816,30,Male,Canada,North America,Premium,17.99,2023-12-05,2026-02-07,Bank Transfer,No,Active,Thriller Title 1122,Series,Thriller,English,2012,Laptop,94,3,78,2023-12-29,Evening,4,Yes,Algorithm,23,323,0.94
U124817,17,Male,India,Asia,Premium,17.99,2022-06-12,2026-02-07,Card,No,Active,Thriller Title 2956,Movie,Thriller,Japanese,2014,Laptop,132,4,100,2023-01-26,Morning,5,Yes,Search,21,340,0.77
U124818,30,Male,Japan,Asia,Standard,13.99,2023-11-17,2026-02-07,Card,Yes,Active,Comedy Title 910,Series,Comedy,Japanese,2005,Mobile,94,3,100,2024-02-20,Afternoon,5,Yes,Friend,12,211,0.31
